Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1276284,-,-,-,41.57,-73.02,-5,185,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2016,1,1,0,0,0,0,-2,0.117,0.30000000000000004,86.14,0,990.0
2016,1,1,0,30,0,0,-2,0.117,0.30000000000000004,86.14,0,990.0
2016,1,1,1,0,0,0,-2,0.117,0.30000000000000004,84.56,-1,990.0
2016,1,1,1,30,0,0,-2,0.117,0.30000000000000004,84.56,-1,990.0
2016,1,1,2,0,0,0,-2,0.117,0.30000000000000004,83.58,-1,990.0
2016,1,1,2,30,0,0,-2,0.117,0.30000000000000004,83.57000000000001,-1,990.0
2016,1,1,3,0,0,0,-2,0.117,0.30000000000000004,83.22,-1,990.0
2016,1,1,3,30,0,0,-2,0.117,0.30000000000000004,83.22,-1,990.0
2016,1,1,4,0,0,0,-2,0.117,0.30000000000000004,88.62,-1,990.0
2016,1,1,4,30,0,0,-2,0.117,0.30000000000000004,88.62,-1,990.0
2016,1,1,5,0,0,0,-2,0.117,0.30000000000000004,88.37,-1,990.0
2016,1,1,5,30,0,0,-2,0.117,0.30000000000000004,88.36,-1,990.0
2016,1,1,6,0,0,0,-2,0.117,0.30000000000000004,94.02,-2,990.0
2016,1,1,6,30,0,0,-2,0.117,0.30000000000000004,87.36,-1,990.0
2016,1,1,7,0,0,0,-2,0.117,0.30000000000000004,89.94,-1,990.0
2016,1,1,7,30,0,0,-2,0.117,0.30000000000000004,83.62,0,990.0
2016,1,1,8,0,32,0,-1,0.117,0.4,88.66,0,990.0
2016,1,1,8,30,62,21,-1,0.117,0.4,88.65,0,990.0
2016,1,1,9,0,92,37,-1,0.117,0.4,85.25,1,990.0
2016,1,1,9,30,119,46,-1,0.117,0.4,85.22,1,990.0
2016,1,1,10,0,140,59,-1,0.117,0.5,77.81,2,990.0
2016,1,1,10,30,163,142,-1,0.117,0.5,77.78,2,990.0
2016,1,1,11,0,175,85,-1,0.117,0.5,71.45,3,990.0
2016,1,1,11,30,137,0,-1,0.117,0.5,71.41,3,990.0
2016,1,1,12,0,180,60,-1,0.117,0.5,71.27,3,990.0
2016,1,1,12,30,92,0,-1,0.117,0.5,71.25,3,990.0
2016,1,1,13,0,73,0,-1,0.117,0.5,71.21000000000001,3,990.0
2016,1,1,13,30,123,0,-1,0.117,0.5,71.21000000000001,2,990.0
2016,1,1,14,0,106,0,-1,0.117,0.5,71.66,2,990.0
2016,1,1,14,30,86,0,-1,0.117,0.5,76.93,2,990.0
2016,1,1,15,0,64,0,-1,0.117,0.5,78.3,2,990.0
2016,1,1,15,30,39,0,-1,0.117,0.5,84.12,1,990.0
2016,1,1,16,0,16,0,-1,0.117,0.5,82.42,0,990.0
2016,1,1,16,30,0,0,-1,0.117,0.5,88.60000000000001,0,990.0
2016,1,1,17,0,0,0,-2,0.117,0.5,84.81,0,990.0
2016,1,1,17,30,0,0,-2,0.117,0.5,84.83,0,990.0
2016,1,1,18,0,0,0,-2,0.117,0.6000000000000001,80.57000000000001,0,990.0
2016,1,1,18,30,0,0,-2,0.117,0.6000000000000001,80.59,0,990.0
2016,1,1,19,0,0,0,-3,0.124,0.6000000000000001,76.62,-1,990.0
2016,1,1,19,30,0,0,-3,0.124,0.5,76.62,-1,990.0
2016,1,1,20,0,0,0,-4,0.124,0.5,79.06,-1,990.0
2016,1,1,20,30,0,0,-4,0.124,0.5,79.06,-1,990.0
2016,1,1,21,0,0,0,-4,0.124,0.5,83.0,-2,990.0
2016,1,1,21,30,0,0,-4,0.124,0.5,83.0,-2,990.0
2016,1,1,22,0,0,0,-4,0.124,0.5,82.16,-2,990.0
2016,1,1,22,30,0,0,-4,0.124,0.5,82.16,-2,990.0
2016,1,1,23,0,0,0,-4,0.124,0.5,81.24,-2,990.0
2016,1,1,23,30,0,0,-4,0.124,0.5,81.24,-2,990.0
2016,1,2,0,0,0,0,-4,0.124,0.5,80.45,-2,990.0
2016,1,2,0,30,0,0,-4,0.124,0.5,80.46000000000001,-2,990.0
2016,1,2,1,0,0,0,-5,0.124,0.5,79.92,-2,990.0
2016,1,2,1,30,0,0,-5,0.124,0.5,79.93,-2,990.0
2016,1,2,2,0,0,0,-5,0.124,0.5,79.78,-3,990.0
2016,1,2,2,30,0,0,-5,0.124,0.5,79.79,-3,990.0
2016,1,2,3,0,0,0,-5,0.124,0.5,79.82000000000001,-3,990.0
2016,1,2,3,30,0,0,-5,0.124,0.5,79.83,-3,990.0
2016,1,2,4,0,0,0,-5,0.124,0.5,85.53,-3,990.0
2016,1,2,4,30,0,0,-5,0.124,0.5,85.54,-3,990.0
2016,1,2,5,0,0,0,-5,0.124,0.5,83.88,-3,990.0
2016,1,2,5,30,0,0,-5,0.124,0.4,83.89,-3,990.0
2016,1,2,6,0,0,0,-5,0.124,0.4,82.35000000000001,-3,990.0
2016,1,2,6,30,0,0,-5,0.124,0.4,82.36,-3,990.0
2016,1,2,7,0,0,0,-5,0.124,0.4,81.4,-3,990.0
2016,1,2,7,30,0,0,-5,0.124,0.4,75.60000000000001,-2,990.0
2016,1,2,8,0,31,419,-5,0.124,0.5,72.53,-1,990.0
2016,1,2,8,30,46,583,-5,0.124,0.5,67.44,0,990.0
2016,1,2,9,0,56,692,-5,0.124,0.5,64.97,0,990.0
2016,1,2,9,30,63,758,-5,0.124,0.5,64.95,0,990.0
2016,1,2,10,0,67,809,-6,0.124,0.5,62.88,0,990.0
2016,1,2,10,30,70,837,-6,0.124,0.5,62.84,0,990.0
2016,1,2,11,0,73,851,-6,0.124,0.5,58.44,1,990.0
2016,1,2,11,30,75,859,-6,0.124,0.5,58.410000000000004,1,990.0
2016,1,2,12,0,77,854,-5,0.124,0.5,60.27,1,990.0
2016,1,2,12,30,76,847,-5,0.124,0.5,60.25,1,990.0
2016,1,2,13,0,76,824,-5,0.124,0.5,59.25,1,990.0
2016,1,2,13,30,73,801,-5,0.124,0.4,63.63,1,990.0
2016,1,2,14,0,71,757,-4,0.124,0.4,67.6,1,990.0
2016,1,2,14,30,65,706,-4,0.124,0.4,67.6,0,990.0
2016,1,2,15,0,58,616,-3,0.124,0.4,71.91,0,990.0
2016,1,2,15,30,45,499,-3,0.124,0.30000000000000004,77.29,0,990.0
2016,1,2,16,0,28,293,-3,0.124,0.30000000000000004,76.94,-1,990.0
2016,1,2,16,30,0,0,-3,0.124,0.30000000000000004,76.95,0,990.0
2016,1,2,17,0,0,0,-3,0.124,0.4,77.49,0,990.0
2016,1,2,17,30,0,0,-3,0.124,0.4,77.51,0,990.0
2016,1,2,18,0,0,0,-3,0.124,0.4,77.99,0,990.0
2016,1,2,18,30,0,0,-3,0.124,0.4,77.99,0,990.0
2016,1,2,19,0,0,0,-3,0.124,0.4,77.42,0,990.0
2016,1,2,19,30,0,0,-3,0.124,0.4,77.4,0,990.0
2016,1,2,20,0,0,0,-3,0.124,0.4,81.81,-1,990.0
2016,1,2,20,30,0,0,-3,0.124,0.4,81.79,-1,990.0
2016,1,2,21,0,0,0,-3,0.124,0.4,86.64,-2,990.0
2016,1,2,21,30,0,0,-3,0.124,0.4,86.62,-2,990.0
2016,1,2,22,0,0,0,-4,0.124,0.4,92.08,-3,990.0
2016,1,2,22,30,0,0,-4,0.124,0.4,92.06,-3,990.0
2016,1,2,23,0,0,0,-4,0.124,0.4,91.95,-3,990.0
2016,1,2,23,30,0,0,-4,0.124,0.4,91.93,-3,990.0
2016,1,3,0,0,0,0,-4,0.124,0.4,92.35000000000001,-3,990.0
2016,1,3,0,30,0,0,-4,0.124,0.4,92.33,-3,990.0
2016,1,3,1,0,0,0,-4,0.124,0.4,92.57000000000001,-3,990.0
2016,1,3,1,30,0,0,-4,0.124,0.4,92.54,-3,990.0
2016,1,3,2,0,0,0,-3,0.124,0.4,93.24,-3,990.0
2016,1,3,2,30,0,0,-3,0.124,0.4,93.2,-3,990.0
2016,1,3,3,0,0,0,-3,0.124,0.4,94.84,-3,980.0
2016,1,3,3,30,0,0,-3,0.124,0.4,88.04,-3,980.0
2016,1,3,4,0,0,0,-3,0.124,0.4,90.21000000000001,-3,980.0
2016,1,3,4,30,0,0,-3,0.124,0.4,90.2,-2,980.0
2016,1,3,5,0,0,0,-3,0.124,0.4,92.67,-2,980.0
2016,1,3,5,30,0,0,-3,0.124,0.4,86.10000000000001,-2,980.0
2016,1,3,6,0,0,0,-2,0.124,0.5,88.67,-2,980.0
2016,1,3,6,30,0,0,-2,0.124,0.5,88.67,-1,980.0
2016,1,3,7,0,0,0,-2,0.124,0.5,90.55,-1,980.0
2016,1,3,7,30,0,0,-2,0.124,0.5,84.2,0,980.0
2016,1,3,8,0,29,433,-1,0.124,0.5,87.69,0,980.0
2016,1,3,8,30,42,595,-1,0.124,0.5,81.57000000000001,1,980.0
2016,1,3,9,0,51,700,-1,0.124,0.6000000000000001,78.4,2,980.0
2016,1,3,9,30,58,767,-1,0.124,0.6000000000000001,78.39,2,980.0
2016,1,3,10,0,63,808,-1,0.124,0.7000000000000001,72.44,3,980.0
2016,1,3,10,30,67,839,-1,0.124,0.7000000000000001,72.41,3,980.0
2016,1,3,11,0,160,340,-1,0.124,0.7000000000000001,65.11,3,980.0
2016,1,3,11,30,155,416,-1,0.124,0.7000000000000001,65.09,3,980.0
2016,1,3,12,0,184,70,-1,0.124,0.7000000000000001,65.07000000000001,4,980.0
2016,1,3,12,30,142,0,-1,0.124,0.6000000000000001,65.07000000000001,4,980.0
2016,1,3,13,0,172,72,-1,0.124,0.6000000000000001,66.08,4,980.0
2016,1,3,13,30,158,68,-1,0.124,0.5,70.91,3,980.0
2016,1,3,14,0,68,779,-1,0.124,0.5,72.07000000000001,3,980.0
2016,1,3,14,30,62,728,-1,0.124,0.5,77.39,2,980.0
2016,1,3,15,0,54,657,-1,0.124,0.5,78.84,2,980.0
2016,1,3,15,30,43,544,-1,0.124,0.4,84.71000000000001,1,980.0
2016,1,3,16,0,27,356,-1,0.124,0.4,82.16,0,980.0
2016,1,3,16,30,0,0,-1,0.124,0.4,88.33,0,980.0
2016,1,3,17,0,0,0,-2,0.124,0.4,84.99,0,980.0
2016,1,3,17,30,0,0,-2,0.124,0.4,85.01,0,980.0
2016,1,3,18,0,0,0,-2,0.124,0.4,83.26,0,980.0
2016,1,3,18,30,0,0,-2,0.124,0.4,83.26,0,980.0
2016,1,3,19,0,0,0,-2,0.124,0.4,83.36,0,980.0
2016,1,3,19,30,0,0,-2,0.124,0.30000000000000004,83.35000000000001,0,980.0
2016,1,3,20,0,0,0,-2,0.124,0.30000000000000004,89.84,-1,980.0
2016,1,3,20,30,0,0,-2,0.124,0.30000000000000004,89.84,-1,980.0
2016,1,3,21,0,0,0,-2,0.124,0.30000000000000004,97.27,-2,980.0
2016,1,3,21,30,0,0,-2,0.124,0.30000000000000004,97.28,-2,980.0
2016,1,3,22,0,0,0,-2,0.124,0.4,97.84,-2,980.0
2016,1,3,22,30,0,0,-2,0.124,0.4,97.83,-2,980.0
2016,1,3,23,0,0,0,-2,0.124,0.4,97.44,-2,980.0
2016,1,3,23,30,0,0,-2,0.124,0.4,97.43,-2,980.0
2016,1,4,0,0,0,0,-2,0.124,0.4,96.01,-2,980.0
2016,1,4,0,30,0,0,-2,0.124,0.4,89.24,-2,980.0
2016,1,4,1,0,0,0,-2,0.124,0.5,86.79,-2,990.0
2016,1,4,1,30,0,0,-2,0.124,0.5,86.81,-2,990.0
2016,1,4,2,0,0,0,-3,0.124,0.6000000000000001,87.77,-2,990.0
2016,1,4,2,30,0,0,-3,0.124,0.6000000000000001,87.78,-2,990.0
2016,1,4,3,0,0,0,-5,0.124,0.7000000000000001,75.89,-3,990.0
2016,1,4,3,30,0,0,-5,0.124,0.6000000000000001,81.73,-3,990.0
2016,1,4,4,0,0,0,-7,0.124,0.6000000000000001,76.65,-4,990.0
2016,1,4,4,30,0,0,-7,0.124,0.6000000000000001,76.67,-4,990.0
2016,1,4,5,0,0,0,-8,0.124,0.6000000000000001,74.8,-5,990.0
2016,1,4,5,30,0,0,-8,0.124,0.6000000000000001,74.84,-5,990.0
2016,1,4,6,0,0,0,-9,0.124,0.7000000000000001,69.7,-5,990.0
2016,1,4,6,30,0,0,-9,0.124,0.7000000000000001,69.74,-5,990.0
2016,1,4,7,0,0,0,-10,0.124,0.7000000000000001,65.67,-6,990.0
2016,1,4,7,30,0,0,-10,0.124,0.7000000000000001,65.69,-5,990.0
2016,1,4,8,0,33,304,-11,0.124,0.8,61.67,-5,990.0
2016,1,4,8,30,52,427,-11,0.124,0.8,57.21,-5,990.0
2016,1,4,9,0,63,527,-11,0.124,0.8,54.27,-5,990.0
2016,1,4,9,30,75,577,-11,0.124,0.8,54.28,-4,990.0
2016,1,4,10,0,83,617,-12,0.124,0.8,53.4,-4,990.0
2016,1,4,10,30,64,878,-12,0.124,0.8,49.550000000000004,-4,990.0
2016,1,4,11,0,65,898,-12,0.124,0.8,49.25,-4,990.0
2016,1,4,11,30,67,909,-12,0.124,0.8,49.25,-3,990.0
2016,1,4,12,0,154,435,-12,0.124,0.8,48.67,-3,990.0
2016,1,4,12,30,67,908,-12,0.124,0.8,48.68,-3,990.0
2016,1,4,13,0,65,896,-12,0.124,0.8,51.06,-4,990.0
2016,1,4,13,30,97,601,-12,0.124,0.8,51.08,-4,990.0
2016,1,4,14,0,61,839,-13,0.124,0.9,52.86,-5,990.0
2016,1,4,14,30,56,792,-13,0.124,0.9,52.89,-5,990.0
2016,1,4,15,0,50,716,-13,0.124,0.9,54.14,-6,990.0
2016,1,4,15,30,40,606,-13,0.124,0.9,54.18,-6,990.0
2016,1,4,16,0,26,419,-14,0.124,0.9,55.5,-7,990.0
2016,1,4,16,30,0,0,-14,0.124,0.9,55.54,-7,990.0
2016,1,4,17,0,0,0,-14,0.124,0.9,57.480000000000004,-8,1000.0
2016,1,4,17,30,0,0,-14,0.124,0.9,57.52,-8,1000.0
2016,1,4,18,0,0,0,-15,0.124,0.9,55.46,-8,1000.0
2016,1,4,18,30,0,0,-15,0.124,0.9,55.49,-8,1000.0
